year,title
2020,Life-threatening perioperative anesthetic complications: major issues surrounding perioperative morbidity and mortality.
2020,Lower Heart Rate Variability Is Associated with Lower Pulse Pressure Amplification: Role of Obesity.
2019,Idiopathic Lead Migration: Concept and Variants of an Uncommon Cause of Cardiac Implantable Electronic Device Dysfunction.
2019,Factors Predicting Arrhythmia-Related Symptoms and Health-Related Quality of Life in Patients Referred for Radiofrequency Ablation of Atrial Fibrillation: An Observational Study (the SMURF Study).
2018,Monogenic diabetes in overweight and obese youth diagnosed with type 2 diabetes: the TODAY clinical trial.
2018,"Special indications for Opioid Free Anaesthesia and Analgesia, patient and procedure related: Including obesity, sleep apnoea, chronic obstructive pulmonary disease, complex regional pain syndromes, opioid addiction and cancer surgery."
2018,[Correlation of serum zinc alpha 2 glycoprotein with blood lipid and reproductive hormone levels in men].
2018,[Role of adiponectin in prostate cancer: A preliminary study].
2020,Molecular changes in obese and depressive patients are similar to neurodegenerative disorders.
2018,Case Report of Wernicke's Encephalopathy After Sleeve Gastrectomy.
2018,[Correlation of semen parameters with inflammatory factors in the seminal plasma of obese males].
2020,Impact of Misclassification of Obesity by Body Mass Index on Mortality in Patients With CKD.
2020,Bowman Capsule Volume and Related Factors in Adults With Normal Renal Function.
2020,Time to Look Beyond Obesity Metrics and Mortality in Kidney Disease.
2019,"A Landscape of Bariatric Surgery in Canada: For the Treatment of Obesity, Type 2 Diabetes and Other Comorbidities in Adults."
2018,[Effects of obesity on global genome DNA methylation and gene imprinting in mouse spermatozoa].
2019,Etanercept-Induced Hypoglycemia in a Patient With Psoriatic Arthritis and Diabetes.
2018,Breast cancer: descriptive profile of 80 women attending breast cancer care in the Department of General and Digestive Surgery of CHU-YO.
2018,[Prevalence of erectile dysfunction in men with pre-diabetes: An investigation in Lanzhou].
2018,Smairt Snacking BYPASS JUNK FOOD AND PICK HEALTHY GO-TO SNACKS.
2018,Meal Replacements Are They for You?
2019,Creative Vascular Access Construction in Same Patient.
2019,Impact evaluation of &quot;Have Fun - Be Healthy&quot; program: A community based health promotion intervention to prevent childhood obesity.
2020,Reducing social inequalities in access to overweight and obesity care management for adolescents: The PRALIMAP-INÈS trial protocol and inclusion data analysis.
2020,"Comparative Analysis of the Usefulness of the GlideScope<sup>®</sup>, Macintosh, and McCoy Laryngoscopes for Endotracheal Intubation in Patients with Obesity: A Randomized, Clinical Trial."
2020,Meta-inflammation and cardiometabolic disease in obesity: Can heat therapy help?
2019,Age at menarche and risks of gestational diabetes mellitus: a meta-analysis of prospective studies.
2019,"Dihydrocapsiate supplementation prevented high-fat diet-induced adiposity, hepatic steatosis, glucose intolerance, and gut morphological alterations in mice."
2019,Appropriate protein intake is one strategy in the management of metabolic syndrome in Korean elderly to mitigate changes in body composition.
2019,"Obesity in Childhood and Adolescence, Genetic Factors."
2018,[The association between adiposity and diabetes is modified by physical activity].
2020,Inflammation and age-associated skeletal muscle deterioration (sarcopaenia).
2018,Prediabetes in Colombia: Expert Consensus.
2018,DASS21: A Useful Tool in the Psychological Profile Evaluation of Dialysis Patients.
2019,Both alcoholic and non-alcoholic steatohepatitis association with cardiovascular risk and liver fibrosis.
2019,Prognostic value of viral eradication for major adverse cardiovascular events in hepatitis C cirrhotic patients.
2020,More stapler firings increase the risk of perioperative morbidity after laparoscopic sleeve gastrectomy.
2018,SCREENING FOR TYPE 2 DIABETES MELLITUS AND PREDIABETES USING POINT-OF-CARE TESTING FOR HBA1C AMONG THAI DENTAL PATIENTS.
2018,"A WEIGHT-LOSS PROGRAM FOR MEDICAL STUDENTS IN THAILAND: AN EVALUATION OF RELATED KNOWLEDGE, PREVAILING ATTITUDES, AND PROGRAM OUTCOMES FOR WEIGHT LOSS."
2020,Congenital heart disease and the prevalence of underweight and obesity from age 1 to 15 years: data on a nationwide sample of children.
2020,Survey of antiobesity drug prescribing for obese children and young people in UK primary care.
2020,Body image: a survey of children in Caribbean Bonaire.
2020,"Is arterial stiffening associated with adiposity, severity of obesity and other contemporary cardiometabolic markers in a community sample of adolescents with obesity in the UK?"
2020,Responding to the changing burden of disease for children and adolescents in modern Britain: the RCPCH State of Child Health Report 2017.
2019,"Effects of replacing diet beverages with water on weight loss and weight maintenance: 18-month follow-up, randomized clinical trial."
2020,Latest Developments and Future Perspectives in the Field Of Obesity.
2018,Short-term treatment with hepatoselective NO donor V-PYRRO/NO improves blood flow in hepatic microcirculation in liver steatosis in mice.
2020,OC-2-KB: A software pipeline to build an evidence-based obesity and cancer knowledge base.
2020,Cardiovascular disease and ABO blood-groups in Africans. Are blood-group A individuals at higher risk of ischemic disease?: A pilot study.
2020,Obesity paradox in heart failure patients - Female gender characteristics-KAMC-single center experience.
2018,"Prevalence, perception and correlates of low back pain among healthcare workers in tertiary health institutions in Sokoto, Nigeria."
2020,Computer Use and Carpal Tunnel Syndrome: A Case-control Study.
2020,Drosophila as a Model to Study the Link between Metabolism and Cancer.
2018,Computational modeling of amylin-induced calcium dysregulation in rat ventricular cardiomyocytes.
2019,Introduction: Impacting the Social Determinants of Health through a Regional Academic-Community Partnership: The Experience of the Mid-South Transdisciplinary Collaborative Center for Health Disparities Research.
2018,"[Pepper's syndrome: report of two cases at the Charles de Gaulle University Pediatric Hospital Center, Ouagadougou (Burkina Faso)]."
2018,[Narrow lumbar channel due to epidural lipomatosis: case report and literature review].
2019,"Editors' note: Omitting obesity treatment leads to poor outcomes, even in those who appear to be metabolically healthy."
2019,Chemerin Blood Levels are Associated with MRI Measured Volumes of Abdominal Adipose Tissue Compartments and Lifestyle Choices.
2019,Nutritional Status and Nutrition Quality in Patients with Non-Alcoholic Fatty Liver Disease.
2020,Non-invasive markers of liver fibrosis in fatty liver disease are unreliable in people of South Asian descent.
2018,Impact of the I<sup>2</sup>AO<sup>2</sup> interdisciplinary program led by nursing on psychological comorbidity and quality of life: Randomized controlled clinical trial.
2020,Association between Metabolic Syndrome and Recurrence of Nonmuscle Invasive Bladder Cancer following bacillus Calmette-Guérin Treatment.
2019,Emotional eating behavior hinders body weight loss in women after Roux-en-Y gastric bypass surgery.
2019,A new resting metabolic rate equation for women with class III obesity.
2019,Bombesin receptor subtype-3-expressing neurons regulate energy homeostasis through a novel neuronal pathway in the hypothalamus.
2019,The hierarchical age-period-cohort model: Why does it find the results that it finds?
2019,"Mulberry Leaf Extracts prevent obesity-induced NAFLD with regulating adipocytokines, inflammation and oxidative stress."
2019,"Compositional analyses of white, brown and germinated forms of popular Malaysian rice to offer insight into the growing diet-related diseases."
2019,Early-Onset Physical Frailty in Adults With Diabesity and Peripheral Neuropathy.
2018,Cutaneous infections in the mature patient.
2018,Lifestyle alters GUT-bacteria function: Linking immune response and host.
2018,"Associations of Smoking, Physical Inactivity, Heavy Drinking, and Obesity with Quality-Adjusted Life Expectancy among US Adults with Depression."
2020,The evaluation of the relationship between some related hormone levels and diet in obese or overweight patients with hirsutism: A randomized clinical trial.
2020,Evaluating the Fat Distribution in Idiopathic Intracranial Hypertension Using Dual-Energy X-ray Absorptiometry Scanning.
2020,Weight Status and Dental Problems in Early Childhood: Classification Tree Analysis of a National Cohort.
2018,Metabolic and nutritional complications of bariatric surgery : a review.
2020,ASSESSMENT OF MEASURES OF ADIPOSITY THAT CORRELATE WITH BLOOD PRESSURE AMONG HYPERTENSIVE AFRICANS.
2019,Knowledge Translation to Optimize Adult Inpatient Glycemic Management With Basal Bolus Insulin Therapy and Improve Patient Outcomes.
